name,latitude,longitude,datetime,temp,dew,precip,windgust,windspeed,cloudcover,solarradiation,solarenergy,uvindex
Manila,14.596,120.977,2025-11-06T22:00:00,30,26,0,7.9,5.4,99.9,0,0,0
Manila,14.596,120.977,2025-11-06T23:00:00,27.2,24.7,0.2,7.6,1,60.5,0,0,0
Manila,14.596,120.977,2025-11-07T00:00:00,29,26,0,5.8,7.6,55,0,0,0
Manila,14.596,120.977,2025-11-07T01:00:00,29,25,0,7.2,5.4,25,0,0,0
Manila,14.596,120.977,2025-11-07T02:00:00,25.5,24.4,0,10.1,4,14.3,0,0,0
Manila,14.596,120.977,2025-11-07T03:00:00,27,25,0,9.4,5.4,25,0,0,0
Manila,14.596,120.977,2025-11-07T04:00:00,28,26,0,7.9,5.4,55.4,0,0,0
Manila,14.596,120.977,2025-11-07T05:00:00,25.6,24.1,0,7.9,3.9,17.6,0,0,0
Manila,14.596,120.977,2025-11-07T06:00:00,27,26,0,6.8,7.5,25,9,0,0
Manila,14.596,120.977,2025-11-07T07:00:00,28,26,0,8.3,9.3,25,38,0.1,0
Manila,14.596,120.977,2025-11-07T08:00:00,28.2,24,0,9.4,7.4,15,207,0.7,2
Manila,14.596,120.977,2025-11-07T09:00:00,30,26,0,11.2,11.1,25,362,1.3,4
Manila,14.596,120.977,2025-11-07T10:00:00,29.2,24.8,0.1,18.7,18.8,60,116,0.4,1
Manila,14.596,120.977,2025-11-07T11:00:00,30.2,25.1,0.2,21.2,8.4,70.8,282,1,3
Manila,14.596,120.977,2025-11-07T12:00:00,30,25.7,0.2,22.7,16,91.4,571,2.1,6
Manila,14.596,120.977,2025-11-07T13:00:00,32,26,0.2,24.5,12.9,89.2,400,1.4,4
Manila,14.596,120.977,2025-11-07T14:00:00,32.6,24.9,0.4,23.4,8.1,78,340,1.2,3
Manila,14.596,120.977,2025-11-07T15:00:00,32,25,2.5,17.6,11.1,90.4,131,0.5,1
Manila,14.596,120.977,2025-11-07T16:00:00,30,25,0.7,19.8,18.7,64.4,59,0.2,1
Manila,14.596,120.977,2025-11-07T17:00:00,30.7,25.3,0,12.6,8.1,61.1,7,0,0
Manila,14.596,120.977,2025-11-07T18:00:00,29,24.6,0,10.1,14.4,87.3,0,0,0
Manila,14.596,120.977,2025-11-07T19:00:00,28.4,24.4,0,11.2,13.4,84.9,0,0,0
Manila,14.596,120.977,2025-11-07T20:00:00,28.5,24.4,0,11.5,11.3,57.4,0,0,0
Manila,14.596,120.977,2025-11-07T21:00:00,29,25,0,10.4,7.6,55.4,0,0,0
Manila,14.596,120.977,2025-11-07T22:00:00,29,24,0.1,11.9,7.6,88.9,0,0,0
Manila,14.596,120.977,2025-11-07T23:00:00,27.4,24.6,0.1,9.7,4.8,23.4,0,0,0
Manila,14.596,120.977,2025-11-08T00:00:00,29,26,0.1,9,9.4,88.9,0,0,0
Manila,14.596,120.977,2025-11-08T01:00:00,29,26,0.1,9.7,11.1,90.1,0,0,0
Manila,14.596,120.977,2025-11-08T02:00:00,26.8,25.1,0,11.5,5.1,78.5,0,0,0
Manila,14.596,120.977,2025-11-08T03:00:00,27.6,25.9,0.1,15.8,9.9,82.1,0,0,0
Manila,14.596,120.977,2025-11-08T04:00:00,27,26,0.1,8.6,1.9,88.7,0,0,0
Manila,14.596,120.977,2025-11-08T05:00:00,25.8,24.5,0.1,8.3,0.5,66.7,0,0,0
Manila,14.596,120.977,2025-11-08T06:00:00,27.2,24.5,0,6.5,7.4,92.5,2,0,0
Manila,14.596,120.977,2025-11-08T07:00:00,27,27,0,10.4,5.4,99.9,69,0.2,1
Manila,14.596,120.977,2025-11-08T08:00:00,27.3,25.4,0,15.8,4.3,91.3,169,0.6,2
Manila,14.596,120.977,2025-11-08T09:00:00,29,26,0.1,13.3,7.5,89.2,330,1.2,3
Manila,14.596,120.977,2025-11-08T10:00:00,28.6,24.5,0.2,13.7,9.9,51.9,336,1.2,3
Manila,14.596,120.977,2025-11-08T11:00:00,30.1,23.9,0.1,13.7,5.7,91.9,129,0.5,1
Manila,14.596,120.977,2025-11-08T12:00:00,29.4,26.1,0.4,15.1,13.7,79.9,157,0.6,2
Manila,14.596,120.977,2025-11-08T13:00:00,30,26,0.4,16.6,14.7,89.2,207,0.7,2
Manila,14.596,120.977,2025-11-08T14:00:00,32.1,22.8,0.6,17.6,11.5,87.4,224,0.8,2
Manila,14.596,120.977,2025-11-08T15:00:00,30.2,25.4,0.2,14.8,19.4,83.9,114,0.4,1
Manila,14.596,120.977,2025-11-08T16:00:00,29.4,24.7,0,11.5,16.6,83.9,63,0.2,1
Manila,14.596,120.977,2025-11-08T17:00:00,31.9,22.9,0,10.4,7.2,65.9,12,0,0
Manila,14.596,120.977,2025-11-08T18:00:00,29.9,23.9,0,9.7,4.6,66.6,0,0,0
Manila,14.596,120.977,2025-11-08T19:00:00,28.4,23,0,10.4,3.7,85.4,0,0,0
Manila,14.596,120.977,2025-11-08T20:00:00,27.8,23.1,0,10.4,3.3,88.7,0,0,0
Manila,14.596,120.977,2025-11-08T21:00:00,27.6,23.3,0,10.4,3.5,79,0,0,0
Manila,14.596,120.977,2025-11-08T22:00:00,26.5,23.5,0,11.9,3.5,98.7,0,0,0
Manila,14.596,120.977,2025-11-08T23:00:00,26.9,23.5,0,7.6,4.2,74.5,0,0,0
Manila,14.596,120.977,2025-11-09T00:00:00,26.9,22.9,0,7.9,5,66.7,0,0,0
Manila,14.596,120.977,2025-11-09T01:00:00,26.7,22.8,0,8.6,4.8,91.1,0,0,0
Manila,14.596,120.977,2025-11-09T02:00:00,26.6,22.8,0,14.4,4.8,89.3,0,0,0
Manila,14.596,120.977,2025-11-09T03:00:00,28,21,0,19.4,11.1,99.9,0,0,0
Manila,14.596,120.977,2025-11-09T04:00:00,26.3,21.4,0,23,8.3,100,0,0,0
Manila,14.596,120.977,2025-11-09T05:00:00,26.9,23,0.1,25.6,12.9,99.9,0,0,0
Manila,14.596,120.977,2025-11-09T06:00:00,25.6,22.1,0.3,28.1,5,100,0,0,0
Manila,14.596,120.977,2025-11-09T07:00:00,25.4,21.3,0.5,28.4,8.1,100,13,0,0
Manila,14.596,120.977,2025-11-09T08:00:00,25.7,21.3,0.8,29.2,9.3,99,49,0.2,0
Manila,14.596,120.977,2025-11-09T09:00:00,25.8,22.7,1.7,31.7,8.8,100,26,0.1,0
Manila,14.596,120.977,2025-11-09T10:00:00,24.8,23.1,1.5,41.4,6.3,98.3,47,0.2,0
Manila,14.596,120.977,2025-11-09T11:00:00,25.2,23.3,1.7,50.8,8.5,98.7,46,0.2,0
Manila,14.596,120.977,2025-11-09T12:00:00,24.5,23.1,1.4,59,13.3,99.3,31,0.1,0
Manila,14.596,120.977,2025-11-09T13:00:00,24.4,23,1.7,62.6,14.5,100,125,0.5,1
Manila,14.596,120.977,2025-11-09T14:00:00,24.1,23,2.1,66.2,13.3,98,61,0.2,1
Manila,14.596,120.977,2025-11-09T15:00:00,24,22.8,3.4,48.2,10.6,98,16,0.1,0
Manila,14.596,120.977,2025-11-09T16:00:00,25.4,24.2,3.2,78.1,13.7,98.3,3,0,0
Manila,14.596,120.977,2025-11-09T17:00:00,26,24.8,4,80.6,18.5,100,0,0,0
Manila,14.596,120.977,2025-11-09T18:00:00,26.5,24.8,5.4,88.6,21.2,99,0,0,0
Manila,14.596,120.977,2025-11-09T19:00:00,27,25,6.6,72.4,19,99,0,0,0
Manila,14.596,120.977,2025-11-09T20:00:00,26.6,25.4,6.2,53.7,17,100,0,0,0
Manila,14.596,120.977,2025-11-09T21:00:00,26.4,25.4,7.3,79.6,16.3,100,0,0,0
Manila,14.596,120.977,2025-11-09T22:00:00,26.8,25.1,6.5,57.6,14.7,98,0,0,0
Manila,14.596,120.977,2025-11-09T23:00:00,27.2,24.9,4.4,84.6,10.2,98.3,0,0,0
Manila,14.596,120.977,2025-11-10T00:00:00,27.4,25.5,2.9,66.5,11.6,100,0,0,0
Manila,14.596,120.977,2025-11-10T01:00:00,27.4,25,1.9,79.6,13.3,100,0,0,0
Manila,14.596,120.977,2025-11-10T02:00:00,26.8,25,2.2,77.8,9.6,98.6,0,0,0
Manila,14.596,120.977,2025-11-10T03:00:00,26.6,25,2.4,68.8,9.6,100,0,0,0
Manila,14.596,120.977,2025-11-10T04:00:00,26.6,24.8,2.2,48.5,13.4,98.3,0,0,0
Manila,14.596,120.977,2025-11-10T05:00:00,27.2,25.3,2.6,57.6,13,100,0,0,0
Manila,14.596,120.977,2025-11-10T06:00:00,27.2,25.7,1.8,77.8,9.2,99,3,0,0
Manila,14.596,120.977,2025-11-10T07:00:00,27.3,24.9,1.7,65.2,12.1,98.7,20,0.1,0
Manila,14.596,120.977,2025-11-10T08:00:00,27.5,25,1.6,63,12.4,98.7,39,0.1,0
Manila,14.596,120.977,2025-11-10T09:00:00,26.4,24.8,1.1,60.1,12.7,99,170,0.6,2
Manila,14.596,120.977,2025-11-10T10:00:00,26.9,25.4,1.5,62.3,13.1,98.3,246,0.9,2
Manila,14.596,120.977,2025-11-10T11:00:00,26.5,24.6,1.1,59.4,11.2,98.7,97,0.3,1
Manila,14.596,120.977,2025-11-10T12:00:00,26.8,25.2,1,55.8,10.6,90.9,275,1,3
Manila,14.596,120.977,2025-11-10T13:00:00,29.1,25.3,0.7,50.2,10.4,88.3,401,1.4,4
Manila,14.596,120.977,2025-11-10T14:00:00,30.2,25.2,0.7,37.1,12.4,78.1,452,1.6,5
Manila,14.596,120.977,2025-11-10T15:00:00,30.7,25.3,0.4,57.6,16.3,87.8,146,0.5,1
Manila,14.596,120.977,2025-11-10T16:00:00,30.2,25.1,0.5,48.2,10.2,80.7,69,0.2,1
Manila,14.596,120.977,2025-11-10T17:00:00,29.4,25.6,0.5,55.1,8.9,94.6,11,0,0
Manila,14.596,120.977,2025-11-10T18:00:00,29,26,0.6,51.5,15,55.4,0,0,0
Manila,14.596,120.977,2025-11-10T19:00:00,28,26,0.7,51.5,16.8,50.3,0,0,0
Manila,14.596,120.977,2025-11-10T20:00:00,28.1,24.8,0.8,57.6,8.1,57.3,0,0,0
Manila,14.596,120.977,2025-11-10T21:00:00,28,26,0.7,44.3,11.4,25.5,0,0,0
Manila,14.596,120.977,2025-11-10T22:00:00,29,25,0.9,43.9,16.7,90.4,0,0,0
Manila,14.596,120.977,2025-11-10T23:00:00,28.2,24.4,0.7,43.6,8.6,55.9,0,0,0
Manila,14.596,120.977,2025-11-11T00:00:00,28,25,0.5,40.3,22.3,90.5,0,0,0
Manila,14.596,120.977,2025-11-11T01:00:00,28,25,0.4,38.2,18.3,25.5,0,0,0
Manila,14.596,120.977,2025-11-11T02:00:00,25.7,23.3,0.5,37.4,8.9,65.2,0,0,0
Manila,14.596,120.977,2025-11-11T03:00:00,28,24,1.6,40.7,9.6,25.5,0,0,0
Manila,14.596,120.977,2025-11-11T04:00:00,27,25,0.4,40.3,0.3,90.5,0,0,0
Manila,14.596,120.977,2025-11-11T05:00:00,27,25.1,0.3,42.5,4.2,49.6,0,0,0
Manila,14.596,120.977,2025-11-11T06:00:00,26,19,0.3,33.5,21.4,86.4,6,0,0
Manila,14.596,120.977,2025-11-11T07:00:00,29,26,0.3,34.6,26.2,59.4,33,0.1,0
Manila,14.596,120.977,2025-11-11T08:00:00,26.1,23.3,0.2,34.9,13.9,87.8,206,0.7,2
Manila,14.596,120.977,2025-11-11T09:00:00,27,25,0.1,38.5,7.5,89.2,367,1.3,4
Manila,14.596,120.977,2025-11-11T10:00:00,27.4,21.8,0.1,40.7,39.3,78.9,208,0.7,2
Manila,14.596,120.977,2025-11-11T11:00:00,31.9,23.4,0.2,38.2,14.1,35.9,432,1.6,4
Manila,14.596,120.977,2025-11-11T12:00:00,27.6,21.5,0.2,39.2,40.7,28,576,2.1,6
Manila,14.596,120.977,2025-11-11T13:00:00,31,26,0.1,39.2,27.7,25.5,534,1.9,5
Manila,14.596,120.977,2025-11-11T14:00:00,31.9,24.3,0.1,40.7,12.7,35.9,467,1.7,5
Manila,14.596,120.977,2025-11-11T15:00:00,27.4,20.5,0.1,37.8,35.5,40.4,48,0.2,0
Manila,14.596,120.977,2025-11-11T16:00:00,26,20.4,0.1,36,33,40.4,36,0.1,0
Manila,14.596,120.977,2025-11-11T17:00:00,29.8,24.7,0,32.8,9.2,60.9,11,0,0
Manila,14.596,120.977,2025-11-11T18:00:00,29,25,0,25.6,16.6,25.5,0,0,0
Manila,14.596,120.977,2025-11-11T19:00:00,28,26,0.1,22.3,16.5,25.2,0,0,0
Manila,14.596,120.977,2025-11-11T20:00:00,28.3,24.6,0.1,20.9,4.1,54.5,0,0,0
Manila,14.596,120.977,2025-11-11T21:00:00,28,26,0.1,19.1,5.5,50,0,0,0
Manila,14.596,120.977,2025-11-11T22:00:00,28,25,0.1,19.4,5.5,25.5,0,0,0
Manila,14.596,120.977,2025-11-11T23:00:00,27.7,25,0.1,16.9,4,69.5,0,0,0
Manila,14.596,120.977,2025-11-12T00:00:00,27,26,0.1,15.8,1.9,90.4,0,0,0
Manila,14.596,120.977,2025-11-12T01:00:00,28,26,0.1,12.2,3.6,55.4,0,0,0
Manila,14.596,120.977,2025-11-12T02:00:00,27.1,25,0,10.1,3.5,61.7,0,0,0
Manila,14.596,120.977,2025-11-12T03:00:00,27,25,0,7.6,1.8,25.2,0,0,0
Manila,14.596,120.977,2025-11-12T04:00:00,27,25,0,7.2,3.6,25.5,0,0,0
Manila,14.596,120.977,2025-11-12T05:00:00,26.7,24.8,0,7.9,3.5,70.1,0,0,0
Manila,14.596,120.977,2025-11-12T06:00:00,27,26,0,8.3,3.6,90.4,6,0,0
Manila,14.596,120.977,2025-11-12T07:00:00,26,18.8,0,9.4,7,83.9,69,0.2,1
Manila,14.596,120.977,2025-11-12T08:00:00,27.9,24.2,0.2,15.1,4.9,82.8,86,0.3,1
Manila,14.596,120.977,2025-11-12T09:00:00,29,26,0.2,18.4,9.3,55,288,1,3
Manila,14.596,120.977,2025-11-12T10:00:00,27.4,22.8,0.2,19.4,16,59,463,1.7,5
Manila,14.596,120.977,2025-11-12T11:00:00,30.6,23.9,0.1,22,8.8,76.6,692,2.5,7
Manila,14.596,120.977,2025-11-12T12:00:00,28.2,21.9,0,23,21.8,37.6,575,2.1,6
Manila,14.596,120.977,2025-11-12T13:00:00,31,25,0,24.1,14.7,25.2,527,1.9,5
Manila,14.596,120.977,2025-11-12T14:00:00,31.6,23.5,0,25.2,12.4,73.7,420,1.5,4
Manila,14.596,120.977,2025-11-12T15:00:00,30,26,0,24.5,22.2,25,79,0.3,1
Manila,14.596,120.977,2025-11-12T16:00:00,28.4,22.1,0,23.4,24,40.2,73,0.3,1
Manila,14.596,120.977,2025-11-12T17:00:00,31.2,24.4,0,19.1,5.4,92.2,12,0,0
Manila,14.596,120.977,2025-11-12T18:00:00,27,19.4,0,12.6,19.7,32.8,0,0,0
Manila,14.596,120.977,2025-11-12T19:00:00,29,26,0,9.4,12.9,25,0,0,0
Manila,14.596,120.977,2025-11-12T20:00:00,28.8,25.2,0,7.6,4.2,61.7,0,0,0
Manila,14.596,120.977,2025-11-12T21:00:00,28,26,0,6.8,7.5,25,0,0,0
Manila,14.596,120.977,2025-11-12T22:00:00,28,25,0,6.8,5.4,25,0,0,0
Manila,14.596,120.977,2025-11-12T23:00:00,27.7,25,0,6.8,3.6,72.9,0,0,0
Manila,14.596,120.977,2025-11-13T00:00:00,28,25,0,6.1,3.6,25,0,0,0
Manila,14.596,120.977,2025-11-13T01:00:00,27,26,0,3.6,3.6,25,0,0,0
Manila,14.596,120.977,2025-11-13T02:00:00,26.3,24.7,0,5.4,3.4,14.3,0,0,0
Manila,14.596,120.977,2025-11-13T03:00:00,27,25,0,6.5,5.4,25,0,0,0
Manila,14.596,120.977,2025-11-13T04:00:00,27,26,0,6.8,3.6,25,0,0,0
Manila,14.596,120.977,2025-11-13T05:00:00,25.6,23.9,0,6.8,4.6,15.5,0,0,0
Manila,14.596,120.977,2025-11-13T06:00:00,27,25,0,6.1,12.9,25,9,0,0
Manila,14.596,120.977,2025-11-13T07:00:00,27,25,0,11.9,11.2,25.5,58,0.2,1
Manila,14.596,120.977,2025-11-13T08:00:00,27.3,23.4,0,16.2,11.4,61.3,207,0.7,2
Manila,14.596,120.977,2025-11-13T09:00:00,29,24,0,17.6,12.9,25.5,437,1.6,4
Manila,14.596,120.977,2025-11-13T10:00:00,28.2,23.7,0,18,15.9,35.4,635,2.3,6
Manila,14.596,120.977,2025-11-13T11:00:00,30.8,23.8,0.1,19.4,11.4,79.9,602,2.2,6
Manila,14.596,120.977,2025-11-13T12:00:00,31,25,0,20.2,18.3,25.2,364,1.3,4
Manila,14.596,120.977,2025-11-13T13:00:00,31,25,0,19.8,16.5,25.2,364,1.3,4
Manila,14.596,120.977,2025-11-13T14:00:00,31.7,23.8,0,19.1,11.4,76.7,377,1.4,4
Manila,14.596,120.977,2025-11-13T15:00:00,30,22.9,0,18.7,16.9,40.2,71,0.3,1
Manila,14.596,120.977,2025-11-13T16:00:00,31,25,0,18,13,25.2,69,0.2,1
Manila,14.596,120.977,2025-11-13T17:00:00,30.7,23.7,0,13.3,7.9,86.7,10,0,0
Manila,14.596,120.977,2025-11-13T18:00:00,27.6,23,0,7.2,13,33,0,0,0
Manila,14.596,120.977,2025-11-13T19:00:00,30,25,0,8.6,16.5,25,0,0,0
Manila,14.596,120.977,2025-11-13T20:00:00,28,23.6,0,8.3,11.7,42.8,0,0,0
Manila,14.596,120.977,2025-11-13T21:00:00,29,23,0,8.3,16.5,25.2,0,0,0
Manila,14.596,120.977,2025-11-13T22:00:00,28,23,0,7.9,12.9,25.2,0,0,0
Manila,14.596,120.977,2025-11-13T23:00:00,27,22.7,0,8.6,8,41.9,0,0,0
Manila,14.596,120.977,2025-11-14T00:00:00,28,23,0,9.4,9.4,25.2,0,0,0
Manila,14.596,120.977,2025-11-14T01:00:00,27,23,0,9.4,14.7,25.2,0,0,0
Manila,14.596,120.977,2025-11-14T02:00:00,25.8,22.9,0,9,8.2,14.3,0,0,0
Manila,14.596,120.977,2025-11-14T03:00:00,27,24,0,11.2,11.1,49.8,0,0,0
Manila,14.596,120.977,2025-11-14T04:00:00,26,24,0,10.8,14.7,25,0,0,0
Manila,14.596,120.977,2025-11-14T05:00:00,25.9,23.9,0,9,11.2,49.7,0,0,0
Manila,14.596,120.977,2025-11-14T06:00:00,25.9,23.9,0,9.4,11.1,50.5,6,0,0
Manila,14.596,120.977,2025-11-14T07:00:00,26.9,23.9,0.1,13.3,9.3,50.5,62,0.2,1
Manila,14.596,120.977,2025-11-14T08:00:00,26.5,17.4,0.1,19.8,17.5,36.7,140,0.5,1
Manila,14.596,120.977,2025-11-14T09:00:00,28.9,24.9,0.1,19.4,5.4,88,241,0.9,2
Manila,14.596,120.977,2025-11-14T10:00:00,28.6,21.8,0,22.3,13.2,61.5,335,1.2,3
Manila,14.596,120.977,2025-11-14T11:00:00,30.5,22.6,0,25.6,15.3,54.2,476,1.7,5
Manila,14.596,120.977,2025-11-14T12:00:00,27.9,22.1,0,27.7,15.9,54.2,204,0.7,2
Manila,14.596,120.977,2025-11-14T13:00:00,30,24.9,0.1,28.4,13,88,314,1.1,3
Manila,14.596,120.977,2025-11-14T14:00:00,30,25.9,0.1,25.2,13,88,149,0.5,1
Manila,14.596,120.977,2025-11-14T15:00:00,29,21.4,0,25.9,12,69.5,142,0.5,1
Manila,14.596,120.977,2025-11-14T16:00:00,28.3,20.8,0.1,26.3,16.1,91.5,81,0.3,1
Manila,14.596,120.977,2025-11-14T17:00:00,29.9,24.9,0.1,24.8,11.2,88,1,0,0
Manila,14.596,120.977,2025-11-14T18:00:00,26.9,17.9,0.2,21.6,19.7,80.6,0,0,0
Manila,14.596,120.977,2025-11-14T19:00:00,25.5,19.5,0.5,21.6,17.5,80.6,0,0,0
Manila,14.596,120.977,2025-11-14T20:00:00,25.8,18.8,0,20.5,14.7,85.2,0,0,0
Manila,14.596,120.977,2025-11-14T21:00:00,26.9,25.9,0,19.4,7.5,88,0,0,0
Manila,14.596,120.977,2025-11-14T22:00:00,26.9,25.9,0,18.4,5.5,88,0,0,0
Manila,14.596,120.977,2025-11-14T23:00:00,26.9,25.9,0,15.8,3.7,25.8,0,0,0
Manila,14.596,120.977,2025-11-15T00:00:00,27.9,25.9,0,14.8,3.7,88,0,0,0
Manila,14.596,120.977,2025-11-15T01:00:00,27.9,25.9,0,14.4,3.7,88,0,0,0
Manila,14.596,120.977,2025-11-15T02:00:00,25.1,22.5,0,15.1,17.5,80.6,0,0,0
Manila,14.596,120.977,2025-11-15T03:00:00,25.9,25.9,0.2,16.2,3.7,88,0,0,0
Manila,14.596,120.977,2025-11-15T04:00:00,25.1,22.1,0.2,16.9,16.3,89,0,0,0
Manila,14.596,120.977,2025-11-15T05:00:00,25.9,25.9,0.1,20.5,1.9,99.9,0,0,0
Manila,14.596,120.977,2025-11-15T06:00:00,25.9,25.9,0.1,23,5.4,88,0,0,0
Manila,14.596,120.977,2025-11-15T07:00:00,25.1,19.7,0.1,24.5,22.8,89,3,0,0
Manila,14.596,120.977,2025-11-15T08:00:00,24.4,18.1,0,27.4,30.6,89,4,0,0
Manila,14.596,120.977,2025-11-15T09:00:00,25.9,24.9,0,34.6,14.7,99.9,8,0,0
Manila,14.596,120.977,2025-11-15T10:00:00,25.1,21.4,0.1,40.7,20.1,73.4,39,0.1,0
Manila,14.596,120.977,2025-11-15T11:00:00,26.5,21.4,0.1,41.4,23.3,76.8,136,0.5,1
Manila,14.596,120.977,2025-11-15T12:00:00,26.9,20.4,0.1,40.3,25.9,73.3,272,1,3
Manila,14.596,120.977,2025-11-15T13:00:00,30.9,24,0,39.2,9.4,88,273,1,3
Manila,14.596,120.977,2025-11-15T14:00:00,28.3,21.1,0,34.9,18.9,76.8,206,0.7,2
Manila,14.596,120.977,2025-11-15T15:00:00,27.6,20.2,0,23,21.5,73.3,120,0.4,1
Manila,14.596,120.977,2025-11-15T16:00:00,29.9,24,0,24.1,14.7,88,54,0.2,1
Manila,14.596,120.977,2025-11-15T17:00:00,29.9,24,0,23.4,16.4,88,10,0,0
Manila,14.596,120.977,2025-11-15T18:00:00,28.9,24.9,0,24.1,11.1,88,0,0,0
Manila,14.596,120.977,2025-11-15T19:00:00,27.9,24.9,0,23.8,9.3,25.8,0,0,0
Manila,14.596,120.977,2025-11-15T20:00:00,27.9,24.9,0,22.7,11.2,25.3,0,0,0
Manila,14.596,120.977,2025-11-15T21:00:00,27.9,24.9,0,21.6,5.5,25.3,0,0,0
Manila,14.596,120.977,2025-11-15T22:00:00,27.9,24.9,0,20.2,5.5,25.3,0,0,0
Manila,14.596,120.977,2025-11-15T23:00:00,27.9,24.9,0,19.8,3.7,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T00:00:00,27.9,24.9,0,18.7,3.6,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T01:00:00,26.9,24.9,0,19.1,5.5,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T02:00:00,26.9,24.9,0,19.4,3.8,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T03:00:00,26.9,24.9,0,23,5.6,50,0,0,0
Manila,14.596,120.977,2025-11-16T04:00:00,25.9,24.9,0,23.4,3.8,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T05:00:00,25.9,24.9,0,23.4,3.7,25.3,0,0,0
Manila,14.596,120.977,2025-11-16T06:00:00,26.9,23.9,0,24.5,9.4,25.8,6,0,0
Manila,14.596,120.977,2025-11-16T07:00:00,25.5,20.9,0,24.8,8.6,36.7,36,0.1,0
Manila,14.596,120.977,2025-11-16T08:00:00,26.5,18.1,0.1,30.6,11.4,54.2,178,0.6,2
Manila,14.596,120.977,2025-11-16T09:00:00,29.9,24.9,0.1,35.3,13,50.5,397,1.4,4
Manila,14.596,120.977,2025-11-16T10:00:00,27.6,21.3,0.1,37.4,16.8,73.3,77,0.3,1
Manila,14.596,120.977,2025-11-16T11:00:00,28.3,21.5,0.1,37.8,13.8,69.5,501,1.8,5
Manila,14.596,120.977,2025-11-16T12:00:00,31.9,25,0.1,36.4,20.4,50.5,596,2.1,6
Manila,14.596,120.977,2025-11-16T13:00:00,31.9,25,0,34.2,14.8,25.3,345,1.2,3
Manila,14.596,120.977,2025-11-16T14:00:00,31.9,24.9,0,34.9,14.8,25.3,207,0.7,2
Manila,14.596,120.977,2025-11-16T15:00:00,31.9,24,0,37.1,18.3,25.3,109,0.4,1
Manila,14.596,120.977,2025-11-16T16:00:00,26.2,21.5,0,29.5,22.3,69.1,35,0.1,0
Manila,14.596,120.977,2025-11-16T17:00:00,25.5,20.2,0,24.5,7.7,80.6,8,0,0
Manila,14.596,120.977,2025-11-16T18:00:00,26.2,20.2,0,22,10.8,36.4,0,0,0
Manila,14.596,120.977,2025-11-16T19:00:00,25.5,20.2,0,21.2,15.2,87.2,0,0,0
Manila,14.596,120.977,2025-11-16T20:00:00,26.9,24.9,0,24.8,7.6,87.2,0,0,0
Manila,14.596,120.977,2025-11-16T21:00:00,26.9,24.9,0,26.3,3.6,25,0,0,0
Manila,14.596,120.977,2025-11-16T22:00:00,27.9,23.9,0,24.5,5.4,87.2,0,0,0
Manila,14.596,120.977,2025-11-16T23:00:00,27,25,0,22.7,5.5,87.2,0,0,0
Manila,14.596,120.977,2025-11-17T00:00:00,27.9,24.9,0.1,19.4,5.5,87.2,0,0,0
Manila,14.596,120.977,2025-11-17T01:00:00,26.7,22.9,0,18.7,10.7,42.6,0,0,0
Manila,14.596,120.977,2025-11-17T02:00:00,26.6,23,0,18,10.6,73,0,0,0
Manila,14.596,120.977,2025-11-17T03:00:00,26.6,22.7,0,20.2,11.9,42.6,0,0,0
Manila,14.596,120.977,2025-11-17T04:00:00,26.9,24.9,0,20.2,5.4,99.4,0,0,0
Manila,14.596,120.977,2025-11-17T05:00:00,26.9,24.9,0,19.8,3.7,87.5,0,0,0
Manila,14.596,120.977,2025-11-17T06:00:00,26.4,22,0,19.4,14.7,80.3,0,0,0
Manila,14.596,120.977,2025-11-17T07:00:00,26.4,22,0,21.6,14.7,80.6,9,0,0
Manila,14.596,120.977,2025-11-17T08:00:00,26.9,24.9,0,31.7,3.7,88,80,0.3,1
Manila,14.596,120.977,2025-11-17T09:00:00,27.8,23,0,36.4,9.7,73.3,595,2.1,6
Manila,14.596,120.977,2025-11-17T10:00:00,29.9,24.9,0,37.4,5.5,88,597,2.1,6
Manila,14.596,120.977,2025-11-17T11:00:00,29.5,23.2,0.1,36.4,14.1,29.4,120,0.4,1
Manila,14.596,120.977,2025-11-17T12:00:00,31,24.9,0.2,35.6,7.7,25.3,251,0.9,3
Manila,14.596,120.977,2025-11-17T13:00:00,28.8,23.2,0.1,38.5,16.1,61.8,104,0.4,1
Manila,14.596,120.977,2025-11-17T14:00:00,29.5,23.6,0,35.3,12.1,42.6,450,1.6,5
Manila,14.596,120.977,2025-11-17T15:00:00,29.5,24.4,0,26.6,12.1,25.2,40,0.1,0
Manila,14.596,120.977,2025-11-17T16:00:00,31.9,25.9,0.2,30.2,7.7,25.8,19,0.1,0
Manila,14.596,120.977,2025-11-17T17:00:00,28.8,23,0.1,23,12,36.4,8,0,0
Manila,14.596,120.977,2025-11-17T18:00:00,28.8,23,0,15.5,10.7,32.6,0,0,0
Manila,14.596,120.977,2025-11-17T19:00:00,29.9,25,0,13.7,5.4,87.5,0,0,0
Manila,14.596,120.977,2025-11-17T20:00:00,29,24,0,13,11.1,87.5,0,0,0
Manila,14.596,120.977,2025-11-17T21:00:00,28,24.9,0,11.5,9.4,88,0,0,0
Manila,14.596,120.977,2025-11-17T22:00:00,27.9,24.9,0,11.5,5.5,88.1,0,0,0
