DateTimeEnding,CLUZ,CVIS,CMIN
10/30/2025 07:00,8699,1698,1813
10/30/2025 08:00,9223,1789,1891
10/30/2025 09:00,10117,2004,2156
10/30/2025 10:00,10699,2165,2265
10/30/2025 11:00,11214,2256,2369
10/30/2025 12:00,11202,2263,2394
10/30/2025 13:00,11051,2216,2328
10/30/2025 14:00,11267,2297,2387
10/30/2025 15:00,11333,2257,2387
10/30/2025 16:00,11250,2263,2340
10/30/2025 17:00,10952,2248,2256
10/30/2025 18:00,10837,2267,2324
10/30/2025 19:00,10941,2274,2304
10/30/2025 20:00,10705,2170,2205
10/30/2025 21:00,10603,2116,2162
10/30/2025 22:00,10300,2006,2091
10/30/2025 23:00,10053,1905,1990
10/31/2025 00:00,9683,1814,1895
